{'path': '786.jpg', 'num': 786, 'avg': (0.4072020398073751, 0.3529040146691814, 0.21966472949854127), 'mode_bucket': ((7, 4), 40452), 'avg_bucket': (5, 5)}
{'path': '18.jpg', 'num': 18, 'avg': (0.21195842042754873, 0.28795833602775417, 0.1199587301284429), 'mode_bucket': ((2, 4), 147121), 'avg_bucket': (3, 4)}
{'path': '350.jpg', 'num': 350, 'avg': (0.560223191346686, 0.3493023763620943, 0.47578051066178717), 'mode_bucket': ((12, 12), 118444), 'avg_bucket': (7, 5)}
!1230.jpg
{'path': '478.jpg', 'num': 478, 'avg': (0.613142090994467, 0.2623322509888837, 0.33334075861217066), 'mode_bucket': ((11, 2), 33400), 'avg_bucket': (8, 4)}
{'path': '1042.jpg', 'num': 1042, 'avg': (0.0, 0.0, 0.0), 'mode_bucket': ((0, 0), 737280), 'avg_bucket': (0, 0)}
{'path': '646.jpg', 'num': 646, 'avg': (0.5652708332178905, 0.3209493287400239, 0.4410466718158652), 'mode_bucket': ((8, 5), 183124), 'avg_bucket': (7, 4)}
{'path': '1022.jpg', 'num': 1022, 'avg': (0.0, 0.0, 0.0), 'mode_bucket': ((0, 0), 737280), 'avg_bucket': (0, 0)}
{'path': '1266.jpg', 'num': 1266, 'avg': (0.31691593678440283, 0.8531256075098841, 0.12563613259986506), 'mode_bucket': ((12, 12), 83595), 'avg_bucket': (4, 11)}
{'path': '210.jpg', 'num': 210, 'avg': (0.45092361604262493, 0.3840875413115923, 0.28766220724261854), 'mode_bucket': ((0, 0), 119912), 'avg_bucket': (6, 5)}
{'path': '1486.jpg', 'num': 1486, 'avg': (0.7508977413304486, 0.7438042122035209, 0.3982948293245543), 'mode_bucket': ((12, 12), 111614), 'avg_bucket': (10, 9)}
{'path': '1110.jpg', 'num': 1110, 'avg': (0.43257443704258064, 0.3611560145567782, 0.04589109200552301), 'mode_bucket': ((5, 3), 174738), 'avg_bucket': (6, 5)}
{'path': '1258.jpg', 'num': 1258, 'avg': (0.6964953880901341, 0.5910403369960958, 0.16139521846051033), 'mode_bucket': ((11, 12), 70238), 'avg_bucket': (9, 8)}
{'path': '162.jpg', 'num': 162, 'avg': (0.4003260022789667, 0.15520604702952268, 0.6757170660139447), 'mode_bucket': ((6, 2), 182099), 'avg_bucket': (5, 2)}
{'path': '262.jpg', 'num': 262, 'avg': (0.4489812304401863, 0.2500383069629384, 0.1414108189938554), 'mode_bucket': ((0, 0), 111686), 'avg_bucket': (6, 4)}
{'path': '1294.jpg', 'num': 1294, 'avg': (0.5927725159655661, 0.35419741598198906, 0.4030016637729731), 'mode_bucket': ((7, 2), 51136), 'avg_bucket': (8, 5)}
{'path': '1178.jpg', 'num': 1178, 'avg': (0.31864932477920893, 0.9021704979987171, 0.12791221469065808), 'mode_bucket': ((4, 12), 169433), 'avg_bucket': (4, 11)}
{'path': '1554.jpg', 'num': 1554, 'avg': (0.5222183490945412, 0.20662620632517625, 0.5638926281239901), 'mode_bucket': ((7, 3), 124947), 'avg_bucket': (7, 3)}
{'path': '354.jpg', 'num': 354, 'avg': (0.6471372138215232, 0.34557697527262704, 0.5585989945024019), 'mode_bucket': ((12, 12), 158765), 'avg_bucket': (8, 5)}
{'path': '1270.jpg', 'num': 1270, 'avg': (0.3405140353708055, 0.885079833661206, 0.12159591907524234), 'mode_bucket': ((4, 12), 163114), 'avg_bucket': (5, 11)}
{'path': '1674.jpg', 'num': 1674, 'avg': (2.8935185185185173e-05, 0.00017361111111111112, 6.808278867102378e-07), 'mode_bucket': ((0, 0), 737152), 'avg_bucket': (1, 1)}
{'path': '1322.jpg', 'num': 1322, 'avg': (0.36783467493516825, 0.668322749868121, 0.20786853000677585), 'mode_bucket': ((12, 12), 100212), 'avg_bucket': (5, 9)}
{'path': '1438.jpg', 'num': 1438, 'avg': (0.43588013468245973, 0.637072085968408, 0.30446077367620494), 'mode_bucket': ((0, 12), 204555), 'avg_bucket': (6, 8)}
{'path': '934.jpg', 'num': 934, 'avg': (0.5832688164848647, 0.21096679358380743, 0.29913306142771573), 'mode_bucket': ((8, 2), 140267), 'avg_bucket': (7, 3)}
{'path': '1182.jpg', 'num': 1182, 'avg': (0.390422160031343, 0.5748380070770135, 0.14552499808536556), 'mode_bucket': ((0, 0), 109598), 'avg_bucket': (5, 7)}
{'path': '570.jpg', 'num': 570, 'avg': (0.5699855299646747, 0.8292187541233053, 0.09892316431800903), 'mode_bucket': ((12, 12), 193014), 'avg_bucket': (7, 10)}
{'path': '258.jpg', 'num': 258, 'avg': (0.5580863520170504, 0.2041851551406038, 0.20089882046628618), 'mode_bucket': ((8, 3), 129120), 'avg_bucket': (7, 3)}
{'path': '714.jpg', 'num': 714, 'avg': (0.4620942865340693, 0.224690661249775, 0.32005703529158164), 'mode_bucket': ((6, 2), 110225), 'avg_bucket': (6, 3)}
{'path': '366.jpg', 'num': 366, 'avg': (0.5965262142317518, 0.2645072821584609, 0.46620662381680733), 'mode_bucket': ((8, 1), 67867), 'avg_bucket': (8, 4)}
{'path': '386.jpg', 'num': 386, 'avg': (0.3405601765389427, 0.25461072956508884, 0.3704469581883789), 'mode_bucket': ((2, 6), 79860), 'avg_bucket': (5, 4)}
{'path': '1370.jpg', 'num': 1370, 'avg': (0.31658525933227716, 0.8657635168928816, 0.23419246366094829), 'mode_bucket': ((0, 12), 202706), 'avg_bucket': (4, 11)}
{'path': '1378.jpg', 'num': 1378, 'avg': (0.058090266756827665, 0.05304340538839086, 0.03932987387663557), 'mode_bucket': ((0, 0), 659367), 'avg_bucket': (1, 1)}
{'path': '1146.jpg', 'num': 1146, 'avg': (0.4190509057047521, 0.32550066437256586, 0.2150803855604799), 'mode_bucket': ((7, 5), 68901), 'avg_bucket': (6, 4)}
{'path': '1082.jpg', 'num': 1082, 'avg': (0.2895368780709923, 0.40212581547751286, 0.22682390067602826), 'mode_bucket': ((1, 5), 148380), 'avg_bucket': (4, 5)}
{'path': '62.jpg', 'num': 62, 'avg': (0.3588139373695723, 0.22080635365589166, 0.27462069376364606), 'mode_bucket': ((5, 2), 45999), 'avg_bucket': (5, 3)}
{'path': '1750.jpg', 'num': 1750, 'avg': (0.0, 0.0, 0.0), 'mode_bucket': ((0, 0), 737280), 'avg_bucket': (0, 0)}
{'path': '426.jpg', 'num': 426, 'avg': (0.4514304303600698, 0.33867425303223103, 0.1133733426100187), 'mode_bucket': ((5, 3), 121624), 'avg_bucket': (6, 5)}
{'path': '1058.jpg', 'num': 1058, 'avg': (0.4224235608577436, 0.4496180240892207, 0.13008464073579387), 'mode_bucket': ((0, 0), 79579), 'avg_bucket': (6, 6)}
{'path': '1570.jpg', 'num': 1570, 'avg': (0.6247099703291599, 0.29942091253528247, 0.5486220309533772), 'mode_bucket': ((7, 4), 168812), 'avg_bucket': (8, 4)}
{'path': '994.jpg', 'num': 994, 'avg': (0.5090404552033292, 0.4500517391756913, 0.1675500302114923), 'mode_bucket': ((0, 0), 60927), 'avg_bucket': (7, 6)}
{'path': '886.jpg', 'num': 886, 'avg': (0.30413981670679135, 0.5135433145975699, 0.06039132178544022), 'mode_bucket': ((4, 9), 178330), 'avg_bucket': (4, 7)}
{'path': '746.jpg', 'num': 746, 'avg': (0.5648157375958796, 0.27821234181027743, 0.4667967420256665), 'mode_bucket': ((7, 5), 99086), 'avg_bucket': (7, 4)}
{'path': '46.jpg', 'num': 46, 'avg': (0.1350887166567341, 0.3415981253526055, 0.5559381755077691), 'mode_bucket': ((2, 5), 103174), 'avg_bucket': (2, 5)}
{'path': '1018.jpg', 'num': 1018, 'avg': (0.000545010036892377, 0.0007649067614739944, 0.007486910020084749), 'mode_bucket': ((0, 0), 735243), 'avg_bucket': (1, 1)}
{'path': '986.jpg', 'num': 986, 'avg': (0.5270217774527509, 0.42570877828117487, 0.16871493204467708), 'mode_bucket': ((0, 0), 85630), 'avg_bucket': (7, 6)}
{'path': '1698.jpg', 'num': 1698, 'avg': (0.023532279362941156, 0.026797772834215364, 0.013203039896517207), 'mode_bucket': ((0, 0), 702419), 'avg_bucket': (1, 1)}
{'path': '798.jpg', 'num': 798, 'avg': (0.40624035241402723, 0.3414501495675889, 0.27065664253930194), 'mode_bucket': ((7, 4), 98374), 'avg_bucket': (5, 5)}
{'path': '1542.jpg', 'num': 1542, 'avg': (0.39175125695486634, 0.902885004637944, 0.5458778903262039), 'mode_bucket': ((1, 12), 309434), 'avg_bucket': (5, 11)}
{'path': '1314.jpg', 'num': 1314, 'avg': (0.35098719206279416, 0.8226123048627028, 0.24344490932220972), 'mode_bucket': ((0, 12), 210460), 'avg_bucket': (5, 10)}
{'path': '766.jpg', 'num': 766, 'avg': (0.4175268067630535, 0.3546115579989249, 0.1336308551206315), 'mode_bucket': ((5, 3), 53425), 'avg_bucket': (6, 5)}
{'path': '30.jpg', 'num': 30, 'avg': (0.05221805149537315, 0.7242225523153453, 0.34224687032095286), 'mode_bucket': ((1, 10), 181192), 'avg_bucket': (1, 9)}
{'path': '630.jpg', 'num': 630, 'avg': (0.35957040109814303, 0.47005522059638644, 0.07799803091883604), 'mode_bucket': ((5, 4), 106168), 'avg_bucket': (5, 6)}
{'path': '174.jpg', 'num': 174, 'avg': (0.2649437947973932, 0.3335317214346147, 0.44455713209712794), 'mode_bucket': ((1, 4), 85832), 'avg_bucket': (4, 5)}
{'path': '526.jpg', 'num': 526, 'avg': (0.15727264748515804, 0.23279546538569953, 0.08122211797126942), 'mode_bucket': ((0, 0), 301359), 'avg_bucket': (2, 3)}
{'path': '502.jpg', 'num': 502, 'avg': (0.5846056343936488, 0.23408791999105477, 0.4006391431349762), 'mode_bucket': ((7, 5), 122614), 'avg_bucket': (8, 3)}
{'path': '1070.jpg', 'num': 1070, 'avg': (0.318671832326104, 0.3072924218875668, 0.11090345860624337), 'mode_bucket': ((2, 3), 114192), 'avg_bucket': (4, 4)}
{'path': '946.jpg', 'num': 946, 'avg': (0.49826694643750746, 0.2936850219336573, 0.23970833439725234), 'mode_bucket': ((7, 2), 33642), 'avg_bucket': (6, 4)}
{'path': '874.jpg', 'num': 874, 'avg': (0.7011432942690655, 0.37611224138576527, 0.12932582614183977), 'mode_bucket': ((8, 4), 78479), 'avg_bucket': (9, 5)}
{'path': '974.jpg', 'num': 974, 'avg': (0.3706492652076057, 0.6074653566714205, 0.18774983723988284), 'mode_bucket': ((1, 12), 91501), 'avg_bucket': (5, 8)}
{'path': '1062.jpg', 'num': 1062, 'avg': (0.594472977988703, 0.527887129878199, 0.1519319980596603), 'mode_bucket': ((0, 0), 46809), 'avg_bucket': (8, 7)}
{'path': '722.jpg', 'num': 722, 'avg': (0.3778110224224291, 0.2315810936720545, 0.32439205260998427), 'mode_bucket': ((6, 2), 80511), 'avg_bucket': (5, 3)}
{'path': '86.jpg', 'num': 86, 'avg': (0.027575231481483126, 0.041370985243055554, 0.00036485991966226023), 'mode_bucket': ((0, 0), 706778), 'avg_bucket': (1, 1)}
{'path': '1150.jpg', 'num': 1150, 'avg': (0.6372783577851583, 0.6117397908098773, 0.175741251362312), 'mode_bucket': ((12, 12), 125538), 'avg_bucket': (8, 8)}
{'path': '1658.jpg', 'num': 1658, 'avg': (0.015111339221961432, 0.012445826558456824, 0.012394588694853992), 'mode_bucket': ((0, 0), 715390), 'avg_bucket': (1, 1)}
{'path': '1126.jpg', 'num': 1126, 'avg': (0.5485930725261896, 0.4943792917863528, 0.09568911483891504), 'mode_bucket': ((8, 4), 116499), 'avg_bucket': (7, 6)}
{'path': '698.jpg', 'num': 698, 'avg': (0.5413952211961326, 0.37510841740337597, 0.24537025335393242), 'mode_bucket': ((8, 4), 103318), 'avg_bucket': (7, 5)}
{'path': '574.jpg', 'num': 574, 'avg': (0.49279010021352654, 0.3276640326494972, 0.0647496627777926), 'mode_bucket': ((5, 3), 158669), 'avg_bucket': (6, 4)}
{'path': '22.jpg', 'num': 22, 'avg': (5.7870370370370345e-05, 8.680555555555556e-05, 6.808278867102384e-07), 'mode_bucket': ((0, 0), 737216), 'avg_bucket': (1, 1)}
{'path': '734.jpg', 'num': 734, 'avg': (0.3365905740499569, 0.16914193680269773, 0.40406415419958086), 'mode_bucket': ((1, 2), 97330), 'avg_bucket': (5, 3)}
{'path': '518.jpg', 'num': 518, 'avg': (0.3693909806665649, 0.30664078616366985, 0.09343460648169763), 'mode_bucket': ((5, 4), 127681), 'avg_bucket': (5, 4)}
{'path': '150.jpg', 'num': 150, 'avg': (0.22195307906155, 0.3189033236934432, 0.5283592526636427), 'mode_bucket': ((1, 6), 108678), 'avg_bucket': (3, 4)}
{'path': '246.jpg', 'num': 246, 'avg': (0.3664872993871472, 0.308943928029814, 0.438720511640593), 'mode_bucket': ((2, 6), 142180), 'avg_bucket': (5, 4)}
{'path': '1514.jpg', 'num': 1514, 'avg': (0.5543320186626328, 0.8313738270174649, 0.34432927283300063), 'mode_bucket': ((8, 9), 160949), 'avg_bucket': (7, 10)}
!1226.jpg
{'path': '778.jpg', 'num': 778, 'avg': (0.49883956893520626, 0.31462638441224855, 0.32694705605718904), 'mode_bucket': ((7, 5), 69005), 'avg_bucket': (6, 4)}
{'path': '1242.jpg', 'num': 1242, 'avg': (0.29207341571444007, 0.22728151391200846, 0.18763139446317648), 'mode_bucket': ((0, 0), 299760), 'avg_bucket': (4, 3)}
{'path': '598.jpg', 'num': 598, 'avg': (0.255145453332122, 0.4300344957618212, 0.15330240885432941), 'mode_bucket': ((1, 6), 70269), 'avg_bucket': (4, 6)}
{'path': '170.jpg', 'num': 170, 'avg': (0.16260177023987862, 0.18983653741837728, 0.47358228230556004), 'mode_bucket': ((3, 1), 138801), 'avg_bucket': (2, 3)}
{'path': '14.jpg', 'num': 14, 'avg': (0.1816987619390216, 0.30420423817708375, 0.08307820904022965), 'mode_bucket': ((0, 0), 168995), 'avg_bucket': (3, 4)}
{'path': '38.jpg', 'num': 38, 'avg': (0.09405143164223756, 0.683339160914994, 0.5310334435412117), 'mode_bucket': ((1, 7), 142226), 'avg_bucket': (2, 9)}
{'path': '1326.jpg', 'num': 1326, 'avg': (0.3913411989039382, 0.6410454070176547, 0.2183652950103726), 'mode_bucket': ((0, 12), 77995), 'avg_bucket': (5, 8)}
{'path': '414.jpg', 'num': 414, 'avg': (0.3975155556476334, 0.23909776066952726, 0.32907053695951), 'mode_bucket': ((0, 0), 179096), 'avg_bucket': (5, 3)}
{'path': '494.jpg', 'num': 494, 'avg': (0.6308025329735328, 0.14528347933351085, 0.5360029392584144), 'mode_bucket': ((11, 1), 220915), 'avg_bucket': (8, 2)}
{'path': '626.jpg', 'num': 626, 'avg': (0.35092936420115617, 0.3378561354628212, 0.13375628701960873), 'mode_bucket': ((0, 0), 115387), 'avg_bucket': (5, 5)}
{'path': '1434.jpg', 'num': 1434, 'avg': (0.32271284327093747, 0.6073931735421645, 0.16249739902503826), 'mode_bucket': ((0, 12), 219912), 'avg_bucket': (4, 8)}
{'path': '750.jpg', 'num': 750, 'avg': (0.38969212447832835, 0.361376475103426, 0.42462049164222315), 'mode_bucket': ((1, 4), 67644), 'avg_bucket': (5, 5)}
{'path': '242.jpg', 'num': 242, 'avg': (0.34913721572419604, 0.19742096484237695, 0.10042362387721428), 'mode_bucket': ((0, 0), 193064), 'avg_bucket': (5, 3)}
{'path': '1090.jpg', 'num': 1090, 'avg': (0.3115534657003059, 0.44378060570091077, 0.05294334129107541), 'mode_bucket': ((4, 6), 271261), 'avg_bucket': (4, 6)}
{'path': '326.jpg', 'num': 326, 'avg': (0.5530350578070018, 0.2091163665289437, 0.5593512561266029), 'mode_bucket': ((6, 1), 111657), 'avg_bucket': (7, 3)}
{'path': '178.jpg', 'num': 178, 'avg': (0.18517588410372987, 0.2850171988496625, 0.5277464011855499), 'mode_bucket': ((2, 4), 66614), 'avg_bucket': (3, 4)}
{'path': '1078.jpg', 'num': 1078, 'avg': (0.614262589434081, 0.4468662929083098, 0.20431929444947936), 'mode_bucket': ((8, 8), 39280), 'avg_bucket': (8, 6)}
{'path': '822.jpg', 'num': 822, 'avg': (0.6056002971943892, 0.3117866493385429, 0.40369511357129767), 'mode_bucket': ((8, 4), 429576), 'avg_bucket': (8, 4)}
{'path': '982.jpg', 'num': 982, 'avg': (0.517277135847877, 0.4259838459865918, 0.16461770982244406), 'mode_bucket': ((0, 0), 86269), 'avg_bucket': (7, 6)}
{'path': '1734.jpg', 'num': 1734, 'avg': (0.0, 0.0, 0.0), 'mode_bucket': ((0, 0), 737280), 'avg_bucket': (0, 0)}
{'path': '678.jpg', 'num': 678, 'avg': (0.37649005941486163, 0.2183071698937211, 0.33361873319122165), 'mode_bucket': ((3, 1), 63149), 'avg_bucket': (5, 3)}
!1210.jpg
{'path': '1290.jpg', 'num': 1290, 'avg': (0.47711271708905545, 0.3288183468384082, 0.27108766510074256), 'mode_bucket': ((8, 2), 54074), 'avg_bucket': (6, 4)}
{'path': '374.jpg', 'num': 374, 'avg': (0.22978054844749482, 0.29558814605142425, 0.09697422534511127), 'mode_bucket': ((2, 4), 213192), 'avg_bucket': (3, 4)}
{'path': '702.jpg', 'num': 702, 'avg': (0.47384408852295584, 0.4677233655594644, 0.15504872174600007), 'mode_bucket': ((7, 7), 48206), 'avg_bucket': (6, 6)}
{'path': '1566.jpg', 'num': 1566, 'avg': (0.466962845499817, 0.18960880993463114, 0.5772697099684225), 'mode_bucket': ((6, 2), 216110), 'avg_bucket': (6, 3)}
{'path': '1046.jpg', 'num': 1046, 'avg': (0.0, 0.0, 0.0), 'mode_bucket': ((0, 0), 737280), 'avg_bucket': (0, 0)}
{'path': '1614.jpg', 'num': 1614, 'avg': (0.6167711191699391, 0.07618068001845035, 0.7422026590614837), 'mode_bucket': ((9, 1), 465072), 'avg_bucket': (8, 1)}
{'path': '154.jpg', 'num': 154, 'avg': (0.22012520118288761, 0.2841851282515019, 0.5368513412310191), 'mode_bucket': ((6, 2), 89399), 'avg_bucket': (3, 4)}
{'path': '782.jpg', 'num': 782, 'avg': (0.23347892111085894, 0.31718458307097036, 0.12814614289688644), 'mode_bucket': ((0, 0), 306989), 'avg_bucket': (3, 4)}
{'path': '474.jpg', 'num': 474, 'avg': (0.6098281223044351, 0.27652146406417, 0.30312125544645374), 'mode_bucket': ((2, 1), 38779), 'avg_bucket': (8, 4)}
{'path': '962.jpg', 'num': 962, 'avg': (0.4322945448702263, 0.3276253574304272, 0.22749964894816624), 'mode_bucket': ((7, 2), 38871), 'avg_bucket': (6, 4)}
{'path': '1638.jpg', 'num': 1638, 'avg': (0.5362604725208694, 0.48000644767679457, 0.3486169087873807), 'mode_bucket': ((7, 3), 160122), 'avg_bucket': (7, 6)}
{'path': '1034.jpg', 'num': 1034, 'avg': (0.0, 0.0, 0.0), 'mode_bucket': ((0, 0), 737280), 'avg_bucket': (0, 0)}
{'path': '390.jpg', 'num': 390, 'avg': (0.3005860252828893, 0.15618382532755568, 0.47684690521164574), 'mode_bucket': ((2, 1), 146523), 'avg_bucket': (4, 2)}
{'path': '2.jpg', 'num': 2, 'avg': (0.0, 0.0, 0.0), 'mode_bucket': ((0, 0), 737280), 'avg_bucket': (0, 0)}
{'path': '666.jpg', 'num': 666, 'avg': (0.429018280369025, 0.19428041170251914, 0.3773077831396961), 'mode_bucket': ((3, 2), 62063), 'avg_bucket': (6, 3)}
{'path': '850.jpg', 'num': 850, 'avg': (0.5351219999239968, 0.39713333088402586, 0.16265878714777254), 'mode_bucket': ((5, 4), 144402), 'avg_bucket': (7, 5)}
{'path': '1006.jpg', 'num': 1006, 'avg': (0.7374004350636422, 0.6718257196440677, 0.16944501889309058), 'mode_bucket': ((12, 12), 236324), 'avg_bucket': (9, 9)}
{'path': '586.jpg', 'num': 586, 'avg': (0.2934550732289195, 0.34809365469214004, 0.08268923823896272), 'mode_bucket': ((0, 0), 113601), 'avg_bucket': (4, 5)}
{'path': '562.jpg', 'num': 562, 'avg': (0.27690377226009744, 0.2522458987960837, 0.0717125799970946), 'mode_bucket': ((0, 0), 364826), 'avg_bucket': (4, 4)}
{'path': '322.jpg', 'num': 322, 'avg': (0.5580882345265176, 0.33877838611210165, 0.5087168787872038), 'mode_bucket': ((12, 12), 116261), 'avg_bucket': (7, 5)}
{'path': '1374.jpg', 'num': 1374, 'avg': (5.7870370370370345e-05, 6.279825129024526e-05, 0.00025684232026143084), 'mode_bucket': ((0, 0), 737216), 'avg_bucket': (1, 1)}
{'path': '122.jpg', 'num': 122, 'avg': (0.3498615744972798, 0.2881088535034936, 0.22981814448825785), 'mode_bucket': ((2, 6), 105813), 'avg_bucket': (5, 4)}
{'path': '1482.jpg', 'num': 1482, 'avg': (0.3078511720561311, 0.3975022862017598, 0.13042242710872443), 'mode_bucket': ((0, 0), 370774), 'avg_bucket': (4, 5)}
